5.2632e-05,2.4812,0,0.057404,0
0.00010526,2.4812,-1.6875e-11,0.057404,-1.3184e-12
0.00015789,2.4812,-2.5313e-11,0.057404,-1.3184e-12
0.00021053,2.4812,-8.4377e-12,0.057404,-1.0547e-12
0.00026316,2.4812,8.4377e-12,0.057404,-6.5919e-13
0.00031579,2.4812,8.4377e-12,0.057404,-5.2736e-13
0.00036842,2.4812,0,0.057404,-6.5919e-13
0.00042105,2.4812,8.4377e-12,0.057404,-6.5919e-13
0.00047368,2.4812,-8.4377e-12,0.057404,-6.5919e-13
0.00052632,2.4812,8.4377e-12,0.057404,-3.9552e-13
0.00057895,2.4812,1.6875e-11,0.057404,-7.9103e-13
0.00063158,2.4812,-8.4377e-12,0.057404,-6.5919e-13
0.00068421,2.4812,-1.6875e-11,0.057404,-5.2736e-13
0.00073684,2.4812,8.4377e-12,0.057404,-6.5919e-13
0.00078947,2.4812,-1.6875e-11,0.057404,-5.2736e-13
0.00084211,2.4812,8.4377e-12,0.057404,-7.9103e-13
0.00089474,2.4812,8.4377e-12,0.057404,-5.2736e-13
0.00094737,2.4812,-8.4377e-12,0.057404,-3.9552e-13
0.001,2.4812,-8.4377e-12,0.057404,-5.2736e-13
0.0010526,2.4812,0,0.057404,-3.9552e-13
0.0011053,2.4812,0,0.057404,-5.2736e-13
0.0011579,2.4812,0,0.057404,-2.6368e-13
0.0012105,2.4812,0,0.057404,-7.9103e-13
0.0012632,2.4812,1.6875e-11,0.057404,-3.9552e-13
0.0013158,2.4812,0,0.057404,-5.2736e-13
0.0013684,2.4812,0,0.057404,-5.2736e-13
0.0014211,2.4812,0,0.057404,-2.6368e-13
0.0014737,2.4812,0,0.057404,-1.3184e-13
0.0015263,2.4812,0,0.057404,-2.6368e-13
0.0015789,2.4812,8.4377e-12,0.057404,-2.6368e-13
0.0016316,2.4812,-1.6875e-11,0.057404,-2.6368e-13
0.0016842,2.4812,8.4377e-12,0.057404,-3.9552e-13
0.0017368,2.4812,-8.4377e-12,0.057404,-1.3184e-13
0.0017895,2.4812,0,0.057404,0
0.0018421,2.4812,-8.4377e-12,0.057404,-2.6368e-13
0.0018947,2.4812,-8.4377e-12,0.057404,0
0.0019474,2.4812,1.6875e-11,0.057404,-2.6368e-13
0.002,2.4812,-8.4377e-12,0.057404,-1.3184e-13
0.0020526,2.4812,0,0.057404,0
0.0021053,2.4812,8.4377e-12,0.057404,-5.2736e-13
0.0021579,2.4812,8.4377e-12,0.057404,-3.9552e-13
0.0022105,2.4812,8.4377e-12,0.057404,1.3184e-13
0.0022632,2.4812,0,0.057404,-2.6368e-13
0.0023158,2.4812,0,0.057404,0
0.0023684,2.4812,-8.4377e-12,0.057404,-3.9552e-13
0.0024211,2.4812,0,0.057404,1.3184e-13
0.0024737,2.4812,0,0.057404,0
0.0025263,2.4812,-8.4377e-12,0.057404,0
0.0025789,2.4812,-8.4377e-12,0.057404,0
0.0026316,2.4812,1.6875e-11,0.057404,2.6368e-13
0.0026842,2.4812,0,0.057404,0
0.0027368,2.4812,0,0.057404,0
0.0027895,2.4812,-8.4377e-12,0.057404,-2.6368e-13
0.0028421,2.4812,0,0.057404,2.6368e-13
0.0028947,2.4812,-8.4377e-12,0.057404,0
0.0029474,2.4812,0,0.057404,-1.3184e-13
0.003,2.4812,0,0.057404,0
0.0030526,2.4812,1.6875e-11,0.057404,0
0.0031053,2.4812,1.6875e-11,0.057404,2.6368e-13
0.0031579,2.4812,-2.5313e-11,0.057404,2.6368e-13
0.0032105,2.4812,1.6875e-11,0.057404,2.6368e-13
0.0032632,2.4812,-1.6875e-11,0.057404,2.6368e-13
0.0033158,2.4812,0,0.057404,0
0.0033684,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0034211,2.4812,0,0.057404,-1.3184e-13
0.0034737,2.4812,0,0.057404,0
0.0035263,2.4812,1.6875e-11,0.057404,2.6368e-13
0.0035789,2.4812,0,0.057404,5.2736e-13
0.0036316,2.4812,0,0.057404,0
0.0036842,2.4812,0,0.057404,-1.3184e-13
0.0037368,2.4812,0,0.057404,5.2736e-13
0.0037895,2.4812,0,0.057404,2.6368e-13
0.0038421,2.4812,0,0.057404,2.6368e-13
0.0038947,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0039474,2.4812,-8.4377e-12,0.057404,5.2736e-13
0.004,2.4812,8.4377e-12,0.057404,0
0.0040526,2.4812,-8.4377e-12,0.057404,5.2736e-13
0.0041053,2.4812,1.6875e-11,0.057404,1.3184e-13
0.0041579,2.4812,-8.4377e-12,0.057404,0
0.0042105,2.4812,0,0.057404,1.3184e-13
0.0042632,2.4812,8.4377e-12,0.057404,6.5919e-13
0.0043158,2.4812,0,0.057404,-1.3184e-13
0.0043684,2.4812,0,0.057404,5.2736e-13
0.0044211,2.4812,0,0.057404,2.6368e-13
0.0044737,2.4812,0,0.057404,5.2736e-13
0.0045263,2.4812,-8.4377e-12,0.057404,-1.3184e-13
0.0045789,2.4812,-8.4377e-12,0.057404,5.2736e-13
0.0046316,2.4812,8.4377e-12,0.057404,2.6368e-13
0.0046842,2.4812,-8.4377e-12,0.057404,5.2736e-13
0.0047368,2.4812,8.4377e-12,0.057404,2.6368e-13
0.0047895,2.4812,0,0.057404,0
0.0048421,2.4812,-8.4377e-12,0.057404,3.9552e-13
0.0048947,2.4812,8.4377e-12,0.057404,2.6368e-13
0.0049474,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.005,2.4812,0,0.057404,0
0.0050526,2.4812,-8.4377e-12,0.057404,3.9552e-13
0.0051053,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0051579,2.4812,8.4377e-12,0.057404,2.6368e-13
0.0052105,2.4812,-1.6875e-11,0.057404,5.2736e-13
0.0052632,2.4812,1.6875e-11,0.057404,2.6368e-13
0.0053158,2.4812,0,0.057404,3.9552e-13
0.0053684,2.4812,8.4377e-12,0.057404,2.6368e-13
0.0054211,2.4812,0,0.057404,5.2736e-13
0.0054737,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0055263,2.4812,0,0.057404,2.6368e-13
0.0055789,2.4812,0,0.057404,2.6368e-13
0.0056316,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0056842,2.4812,8.4377e-12,0.057404,1.3184e-13
0.0057368,2.4812,-8.4377e-12,0.057404,-1.3184e-13
0.0057895,2.4812,8.4377e-12,0.057404,5.2736e-13
0.0058421,2.4812,0,0.057404,-1.3184e-13
0.0058947,2.4812,8.4377e-12,0.057404,3.9552e-13
0.0059474,2.4812,0,0.057404,0
0.006,2.4812,0,0.057404,1.3184e-13
0.0060526,2.4812,0,0.057404,-1.3184e-13
0.0061053,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0061579,2.4812,0,0.057404,6.5919e-13
0.0062105,2.4812,0,0.057404,0
0.0062632,2.4812,0,0.057404,6.5919e-13
0.0063158,2.4812,-8.4377e-12,0.057404,1.3184e-13
0.0063684,2.4812,8.4377e-12,0.057404,5.2736e-13
0.0064211,2.4812,-8.4377e-12,0.057404,5.2736e-13
0.0064737,2.4812,8.4377e-12,0.057404,2.6368e-13
0.0065263,2.4812,8.4377e-12,0.057404,2.6368e-13
0.0065789,2.4812,0,0.057404,0
0.0066316,2.4812,0,0.057404,-2.6368e-13
0.0066842,2.4812,0,0.057404,1.3184e-13
0.0067368,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0067895,2.4812,0,0.057404,2.6368e-13
0.0068421,2.4812,0,0.057404,2.6368e-13
0.0068947,2.4812,0,0.057404,5.2736e-13
0.0069474,2.4812,0,0.057404,5.2736e-13
0.007,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0070526,2.4812,8.4377e-12,0.057404,0
0.0071053,2.4812,0,0.057404,-1.3184e-13
0.0071579,2.4812,8.4377e-12,0.057404,1.3184e-13
0.0072105,2.4812,-1.6875e-11,0.057404,2.6368e-13
0.0072632,2.4812,0,0.057404,-1.3184e-13
0.0073158,2.4812,-8.4377e-12,0.057404,1.3184e-13
0.0073684,2.4812,1.6875e-11,0.057404,1.3184e-13
0.0074211,2.4812,-8.4377e-12,0.057404,-3.9552e-13
0.0074737,2.4812,0,0.057404,6.5919e-13
0.0075263,2.4812,8.4377e-12,0.057404,1.3184e-13
0.0075789,2.4812,0,0.057404,5.2736e-13
0.0076316,2.4812,0,0.057404,2.6368e-13
0.0076842,2.4812,0,0.057404,5.2736e-13
0.0077368,2.4812,-8.4377e-12,0.057404,1.3184e-13
0.0077895,2.4812,0,0.057404,3.9552e-13
0.0078421,2.4812,8.4377e-12,0.057404,0
0.0078947,2.4812,-8.4377e-12,0.057404,5.2736e-13
0.0079474,2.4812,0,0.057404,-1.3184e-13
0.008,2.4812,0,0.057404,-1.3184e-13
0.0080526,2.4812,0,0.057404,-1.3184e-13
0.0081053,2.4812,0,0.057404,-1.3184e-13
0.0081579,2.4812,8.4377e-12,0.057404,-1.3184e-13
0.0082105,2.4812,0,0.057404,3.9552e-13
0.0082632,2.4812,0,0.057404,1.3184e-13
0.0083158,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0083684,2.4812,0,0.057404,2.6368e-13
0.0084211,2.4812,8.4377e-12,0.057404,1.3184e-13
0.0084737,2.4812,0,0.057404,0
0.0085263,2.4812,-8.4377e-12,0.057404,2.6368e-13
0.0085789,2.4812,8.4377e-12,0.057404,-5.2736e-13
0.0086316,2.4812,-8.4377e-12,0.057404,-2.6368e-13
0.0086842,2.4812,0,0.057404,-1.3184e-13
0.0087368,2.4812,0,0.057404,-2.6368e-13
0.0087895,2.4812,0,0.057404,-5.2736e-13
0.0088421,2.4812,0,0.057404,-2.6368e-13
0.0088947,2.4812,0,0.057404,-5.2736e-13
0.0089474,2.4812,0,0.057404,-1.3184e-13
