2.278519216,0.146921816,-0.32023971,72.89663405
2.308931276,0.067614055,-0.422806915,86.81082464
2.276698656,0.166801117,-0.549199793,87.43014068
2.290728596,0.18833848,-0.286890468,81.22753297
2.211364236,0.084369216,-0.319257426,88.25564636
2.150705234,0.086184358,-0.546116927,84.45548311
2.124627439,0.119729587,-0.460174858,77.89201283
2.358900143,0.138596596,-0.960032051,89.16449632
2.415441563,0.136327668,-1.050339975,99.40812885
2.405478088,0.087266463,-1.516366228,95.08472017
2.141977893,0.106779244,-1.601391853,79.7018009
2.151773764,0.074996798,-1.909176516,83.44169993
2.159916641,0.092694437,-2.052263757,82.98252906
2.486423713,0.053040556,-2.350967814,96.01194575
2.481150215,0.057403879,-2.32884756,96.19045409
2.521937376,0.058067104,-2.337448853,94.64445924
2.495684519,0.06562438,-2.35902556,96.63757496
2.278519216,0.117565378,-0.311650895,81.52888013
2.297253762,0.145473193,-1.343537809,80.8684117
2.281706042,0.095713856,-2.030211845,79.64890112
2.287089916,0.127164689,-1.893498913,80.32618842
